	token	label	distance
2139	gangway	2	0.03927032649517059
3957	stardolini	2	0.03927032649517059
2136	gandarilla	2	0.03927032649517059
2127	gal	2	0.03927032649517059
2126	gaitan	2	0.03927032649517059
2125	gafeed	2	0.03927032649517059
2124	gaddics	2	0.03927032649517059
2123	gaddic	2	0.03927032649517059
4438	voina	2	0.03927032649517059
2093	frick	2	0.03927032649517059
2092	freyt	2	0.03927032649517059
2134	gallatan	2	0.03927032649517059
1161	apos	2	0.03927032649517059
2489	homer	2	0.03927032649517059
1511	carlotas	2	0.03927032649517059
3485	pounder	2	0.03927032649517059
3206	movok	2	0.03927032649517059
1506	camelot	2	0.03927032649517059
4206	tronungu	2	0.03927032649517059
3282	nolt	2	0.03927032649517059
1508	cancriss	2	0.03927032649517059
1509	carfesch	2	0.03927032649517059
3484	potomac	2	0.03927032649517059
3284	noogath	2	0.03927032649517059
3519	puuc	2	0.03927032649517059
1510	carlota	2	0.03927032649517059
3351	orbit	2	0.03927032649517059
3387	pancinowa	2	0.03927032649517059
1198	asteroiden	2	0.03927032649517059
1197	asteroid	2	0.03927032649517059
3488	pranke	2	0.03927032649517059
3446	pinter	2	0.03927032649517059
3403	passage	2	0.03927032649517059
4209	tross	2	0.03927032649517059
1286	barteln	2	0.03927032649517059
1494	buster	2	0.03927032649517059
4167	torree	2	0.03927032649517059
3359	orkan	2	0.03927032649517059
4171	toxx	2	0.03927032649517059
1501	caddin	2	0.03927032649517059
3475	posimol	2	0.03927032649517059
1502	cadral	2	0.03927032649517059
3207	movoks	2	0.03927032649517059
3372	osath	2	0.03927032649517059
3213	mutantin	2	0.03927032649517059
3212	mutanten	2	0.03927032649517059
3211	mutant	2	0.03927032649517059
3276	nigel	2	0.03927032649517059
1287	bartender	2	0.03927032649517059
3208	mursal	2	0.03927032649517059
4240	ulja	2	0.03927032649517059
1291	bastard	2	0.03927032649517059
3285	nooman	2	0.03927032649517059
3463	plejade	2	0.03927032649517059
3286	noomans	2	0.03927032649517059
3531	quant	2	0.03927032649517059
1474	broaigh	2	0.03927032649517059
4190	trashewiu	2	0.03927032649517059
1528	chaos	2	0.03927032649517059
1533	chilam	2	0.03927032649517059
1539	cirfoniac	2	0.03927032649517059
3439	phobos	2	0.03927032649517059
3410	pegev	2	0.03927032649517059
4156	tiryk	2	0.03927032649517059
1446	borallus	2	0.03927032649517059
4220	tsunami	2	0.03927032649517059
3407	pattri	2	0.03927032649517059
4222	tumult	2	0.03927032649517059
1195	assala	2	0.03927032649517059
1445	borallu	2	0.03927032649517059
3152	mindbridge	2	0.03927032649517059
1934	erzielen	15	0.16679531335830688
1404	beäugt	15	0.16679531335830688
1242	auslösen	15	0.16679531335830688
64	Auftrag	15	0.16679531335830688
1243	auslöser	15	0.16679531335830688
386	Grund	15	0.16679531335830688
1402	bezeichnet	15	0.16679531335830688
2808	korrigiert	15	0.16679531335830688
752	Schicksal	15	0.16679531335830688
1933	erzeugt	15	0.16679531335830688
4397	verspürt	15	0.16679531335830688
4393	versorgen	15	0.16679531335830688
4390	verschieden	15	0.16679531335830688
2722	kenntnisse	15	0.16679531335830688
1397	bewirkt	15	0.16679531335830688
1241	ausgerechnet	15	0.16679531335830688
782	Schätzung	15	0.16679531335830688
2114	fündig	15	0.16679531335830688
910	Unheil	15	0.16679531335830688
4388	verschaffen	15	0.16679531335830688
1396	bewegungsfreiheit	15	0.16679531335830688
57	Aufgabe	15	0.16679531335830688
4247	umhin	15	0.16679531335830688
4210	trotz	15	0.16679531335830688
3335	ominösen	15	0.16679531335830688
2001	fern	15	0.16679531335830688
2085	freiheit	15	0.16679531335830688
1249	aussicht	15	0.16679531335830688
407	Herkunft	15	0.16679531335830688
4411	verursacht	15	0.16679531335830688
2002	fernab	15	0.16679531335830688
3955	stammen	15	0.16679531335830688
846	Sturz	15	0.16679531335830688
4412	verwandelt	15	0.16679531335830688
4757	Überlegung	15	0.16679531335830688
419	Hinweis	15	0.16679531335830688
825	Standpunkt	15	0.16679531335830688
824	Standort	15	0.16679531335830688
2057	fläche	15	0.16679531335830688
4759	Überraschungsmoment	15	0.16679531335830688
3301	nähen	15	0.16679531335830688
4195	treffpunkt	15	0.16679531335830688
2086	freist	15	0.16679531335830688
2067	formen	15	0.16679531335830688
3687	rückgängig	15	0.16679531335830688
4258	umsonst	15	0.16679531335830688
4405	versucht	15	0.16679531335830688
4404	versuchen	15	0.16679531335830688
4403	verstärkt	15	0.16679531335830688
1985	fehler	15	0.16679531335830688
431	Identität	15	0.16679531335830688
1978	fassung	15	0.16679531335830688
3319	offenbart	15	0.16679531335830688
1250	aussichten	15	0.16679531335830688
2084	frei	15	0.16679531335830688
2777	kommentiert	15	0.16679531335830688
4763	ähneln	15	0.16679531335830688
1407	bilden	15	0.16679531335830688
1262	außerstande	15	0.16679531335830688
4288	unschädlich	15	0.16679531335830688
2198	gelandet	15	0.16679531335830688
1301	bedeutet	15	0.16679531335830688
1370	beseitigt	15	0.16679531335830688
2540	ignoriert	15	0.16679531335830688
1371	besessen	15	0.16679531335830688
1321	begegnet	15	0.16679531335830688
2565	infolge	15	0.16679531335830688
659	Pech	15	0.16679531335830688
4550	widerstehen	15	0.16679531335830688
1318	befriedigung	15	0.16679531335830688
2591	instand	15	0.16679531335830688
2596	intakt	15	0.16679531335830688
25	Anhänger	15	0.16679531335830688
4787	überprüft	15	0.16679531335830688
3852	sichtbar	15	0.16679531335830688
4556	willens	15	0.16679531335830688
534	Lage	15	0.16679531335830688
674	Position	15	0.16679531335830688
1317	befreit	15	0.16679531335830688
560	List	15	0.16679531335830688
2265	gewillt	15	0.16679531335830688
1369	beseitigen	15	0.16679531335830688
2355	habhaft	15	0.16679531335830688
1351	bereit	15	0.16679531335830688
4523	weithin	15	0.16679531335830688
582	Masche	15	0.16679531335830688
2454	hierher	15	0.16679531335830688
2436	herling	15	0.16679531335830688
608	Mission	15	0.16679531335830688
2412	heil	15	0.16679531335830688
1343	bemerkt	15	0.16679531335830688
3801	schäden	15	0.16679531335830688
4	Absicht	15	0.16679531335830688
1342	bemerken	15	0.16679531335830688
6	Absturz	15	0.16679531335830688
628	Namensgeber	15	0.16679531335830688
1341	bemerkbar	15	0.16679531335830688
1336	belastung	15	0.16679531335830688
1368	beschädigt	15	0.16679531335830688
4546	weswegen	15	0.16679531335830688
1331	beinhaltet	15	0.16679531335830688
49	Aspekt	15	0.16679531335830688
2624	isoliert	15	0.16679531335830688
4567	wohin	15	0.16679531335830688
2205	gelingen	15	0.16679531335830688
2200	gelangt	15	0.16679531335830688
4579	wozu	15	0.16679531335830688
1378	bestehen	15	0.16679531335830688
2199	gelangen|gelingen	15	0.16679531335830688
1380	bestreben	15	0.16679531335830688
4386	versagt	15	0.16679531335830688
1381	bestätigen	15	0.16679531335830688
1306	bedürfnissen	15	0.16679531335830688
2168	gefährdet	15	0.16679531335830688
2164	gefeit	15	0.16679531335830688
2687	kampfposition	15	0.16679531335830688
2162	gefangen	15	0.16679531335830688
2161	gefahr	15	0.16679531335830688
2155	gebilde	15	0.16679531335830688
474	Katastrophe	15	0.16679531335830688
1305	bedurft	15	0.16679531335830688
4779	überleben	15	0.16679531335830688
2250	gestartet	15	0.16679531335830688
4577	woraus	15	0.16679531335830688
719	Richtigkeit	15	0.16679531335830688
29	Annahme	15	0.16679531335830688
31	Anreiz	15	0.16679531335830688
2227	gering	15	0.16679531335830688
32	Anschein	15	0.16679531335830688
1316	befreier	15	0.16679531335830688
709	Reparatur	15	0.16679531335830688
710	Reserve	15	0.16679531335830688
3730	scheitern	15	0.16679531335830688
4781	überlebt	15	0.16679531335830688
3726	schatztruhe	15	0.16679531335830688
3725	schatzkarte	15	0.16679531335830688
2220	genutzt	15	0.16679531335830688
715	Rettung	15	0.16679531335830688
4576	wonach	15	0.16679531335830688
4466	vorteile	15	0.16679531335830688
2213	genannt	15	0.16679531335830688
4780	überlebend	15	0.16679531335830688
1315	befreien	15	0.16679531335830688
4385	versagen	15	0.16679531335830688
4389	verschafft	15	0.16679531335830688
4380	vermocht	15	0.16679531335830688
4272	unbrauchbar	15	0.16679531335830688
123	Berechnung	15	0.16679531335830688
1721	durchsucht	15	0.16679531335830688
1708	dummheiten	15	0.16679531335830688
3610	reparieren	15	0.16679531335830688
4316	unversehrt	15	0.16679531335830688
1216	aufgrund	15	0.16679531335830688
2964	letzt	15	0.16679531335830688
1685	dorthin	15	0.16679531335830688
1214	aufenthaltsort	15	0.16679531335830688
132	Beschreibung	15	0.16679531335830688
1213	aufenthalt	15	0.16679531335830688
4077	tarnidentität	15	0.16679531335830688
134	Beschädigung	15	0.16679531335830688
1648	deutlich	15	0.16679531335830688
135	Beseitigung	15	0.16679531335830688
1215	aufgespürt	15	0.16679531335830688
246	Erwähnung	15	0.16679531335830688
3226	nachbildung	15	0.16679531335830688
116	Belohnung	15	0.16679531335830688
4671	zerstören	15	0.16679531335830688
1015	Zugang	15	0.16679531335830688
4672	zerstört	15	0.16679531335830688
1237	auserwählt	15	0.16679531335830688
3256	nennen	15	0.16679531335830688
4268	unbehelligt	15	0.16679531335830688
586	Mausefalle	15	0.16679531335830688
4730	zweifeln	15	0.16679531335830688
2933	lebend	15	0.16679531335830688
4323	ursache	15	0.16679531335830688
1028	abhandengekommen	15	0.16679531335830688
1038	absichten	15	0.16679531335830688
1040	absturzes	15	0.16679531335830688
1044	abzugeben	15	0.16679531335830688
1932	erzeugen	15	0.16679531335830688
4271	unbeschadet	15	0.16679531335830688
3244	namens	15	0.16679531335830688
102	Bedürfnis	15	0.16679531335830688
4698	zufolge	15	0.16679531335830688
4307	unterscheiden	15	0.16679531335830688
1129	anhand	15	0.16679531335830688
1130	anhängern	15	0.16679531335830688
206	Dummheit	15	0.16679531335830688
1581	dar	15	0.16679531335830688
4301	untergang	15	0.16679531335830688
4277	ungeschoren	15	0.16679531335830688
1570	dadurch	15	0.16679531335830688
1583	daraus	15	0.16679531335830688
4720	zusätzlich	15	0.16679531335830688
3166	mitgefangen	15	0.16679531335830688
4711	zunichte	15	0.16679531335830688
4712	zunichtemachen	15	0.16679531335830688
1169	archäologe	15	0.16679531335830688
1158	anzuhaben	15	0.16679531335830688
4291	unsichtbar	15	0.16679531335830688
4717	zustande	15	0.16679531335830688
1143	anspruch	15	0.16679531335830688
137	Besinnung	15	0.16679531335830688
1587	darstellen	15	0.16679531335830688
1588	darstellung	15	0.16679531335830688
240	Erkenntnis	15	0.16679531335830688
1641	deswegen	15	0.16679531335830688
4699	zugange	15	0.16679531335830688
1624	denkbar	15	0.16679531335830688
1615	defekt	15	0.16679531335830688
3517	punkt	15	0.16679531335830688
3595	registriert	15	0.16679531335830688
1121	angesichts	15	0.16679531335830688
1613	deckung	15	0.16679531335830688
220	Einsturz	15	0.16679531335830688
218	Einsicht	15	0.16679531335830688
1597	davongekommen	15	0.16679531335830688
216	Einsatz	15	0.16679531335830688
1596	dauerling	15	0.16679531335830688
1594	dasein	15	0.16679531335830688
1119	angelangen	15	0.16679531335830688
147	Bezeichnung	15	0.16679531335830688
101	Bedrängnis	15	0.16679531335830688
1222	aufspüren	15	0.16679531335830688
1011	Zerfall	15	0.16679531335830688
952	Verwüstung	15	0.16679531335830688
1898	ermöglicht	15	0.16679531335830688
343	Genuss	15	0.16679531335830688
1897	ermöglichen	15	0.16679531335830688
1894	erlegen	15	0.16679531335830688
1893	erlangen	15	0.16679531335830688
338	Gelegenheit	15	0.16679531335830688
1012	Zerstörung	15	0.16679531335830688
2882	künstlich	15	0.16679531335830688
1886	erkennbar	15	0.16679531335830688
1885	erkannt	15	0.16679531335830688
967	Vorschein	15	0.16679531335830688
4357	verdanken	15	0.16679531335830688
969	Vorteil	15	0.16679531335830688
1878	ergebnisse	15	0.16679531335830688
4354	verbunden	15	0.16679531335830688
1888	erkenntnissen	15	0.16679531335830688
1877	erfüllt	15	0.16679531335830688
1902	erregen	15	0.16679531335830688
949	Verursacher	15	0.16679531335830688
1929	erwecken	15	0.16679531335830688
922	Verantwortung	15	0.16679531335830688
4378	vermieden	15	0.16679531335830688
4377	vermag	15	0.16679531335830688
4376	verlust	15	0.16679531335830688
4375	verloren	15	0.16679531335830688
4374	verlieren	15	0.16679531335830688
1903	erreger	15	0.16679531335830688
932	Verhängnis	15	0.16679531335830688
936	Vermutung	15	0.16679531335830688
937	Vernichtung	15	0.16679531335830688
4370	verhindert	15	0.16679531335830688
943	Version	15	0.16679531335830688
944	Versorgung	15	0.16679531335830688
4369	verhindern	15	0.16679531335830688
946	Versuchung	15	0.16679531335830688
935	Verlust	15	0.16679531335830688
1876	erfüllen	15	0.16679531335830688
1021	Zweck	15	0.16679531335830688
1873	erfolgen	15	0.16679531335830688
1874	erfolgt	15	0.16679531335830688
1852	entstanden	15	0.16679531335830688
1840	entflohen	15	0.16679531335830688
1006	Zeitpunkt	15	0.16679531335830688
1834	entdeckt	15	0.16679531335830688
4345	veranlasst	15	0.16679531335830688
1853	entstehen	15	0.16679531335830688
4346	verantwortlich	15	0.16679531335830688
4349	verbessert	15	0.16679531335830688
1238	ausfindig	15	0.16679531335830688
4344	verankert	15	0.16679531335830688
1240	ausgelöscht	15	0.16679531335830688
1854	entstehend	15	0.16679531335830688
1171	arkon	8	0.3184252679347992
4165	topsiders	8	0.3184252679347992
440	Ingenieur	8	0.3184252679347992
4133	terras	8	0.3184252679347992
3930	spezialisten	8	0.3184252679347992
1922	ertrusers	8	0.3184252679347992
2570	ingenieure	8	0.3184252679347992
3929	spezialist	8	0.3184252679347992
4132	terranischer	8	0.3184252679347992
3096	mechaniker	8	0.3184252679347992
1531	chefwissenschaftler	8	0.3184252679347992
3928	spezialgleiter	8	0.3184252679347992
4128	terranern	8	0.3184252679347992
1921	ertruser	8	0.3184252679347992
4131	terranischen	8	0.3184252679347992
4127	terraner	8	0.3184252679347992
1800	emotionauten	8	0.3184252679347992
4130	terranische	8	0.3184252679347992
1173	arkoniden	8	0.3184252679347992
4645	zeitmechaniker	8	0.3184252679347992
4129	terrania	8	0.3184252679347992
1172	arkonide	8	0.3184252679347992
1179	arkons	8	0.3184252679347992
1175	arkonidin	8	0.3184252679347992
1199	astronaut	8	0.3184252679347992
1200	astronauten	8	0.3184252679347992
2865	kybernetiker	8	0.3184252679347992
4565	wissenschaftler	8	0.3184252679347992
1799	emotionaut	8	0.3184252679347992
3861	siganese	8	0.3184252679347992
4164	topsidern	8	0.3184252679347992
2222	geoffry	8	0.3184252679347992
2007	ferrol	8	0.3184252679347992
2008	ferrone	8	0.3184252679347992
3862	siganesen	8	0.3184252679347992
2010	ferronische	8	0.3184252679347992
2009	ferronen	8	0.3184252679347992
4096	techniker	8	0.3184252679347992
1859	epsaler	8	0.3184252679347992
1860	epsalers	8	0.3184252679347992
4097	technikerin	8	0.3184252679347992
4163	topsider	8	0.3184252679347992
4098	technikern	8	0.3184252679347992
612	Mobiliar	32	0.35286250710487366
1294	bauwerke	32	0.35286250710487366
3779	schutt	32	0.35286250710487366
1868	erdmassen	32	0.35286250710487366
822	Stalaktit	32	0.35286250710487366
1277	baracken	32	0.35286250710487366
1276	baracke	32	0.35286250710487366
4207	tropfstein	32	0.35286250710487366
1293	bautrupps	32	0.35286250710487366
4162	tonnen	32	0.35286250710487366
738	Sand	32	0.35286250710487366
4218	trümmerstücken	32	0.35286250710487366
4284	unmengen	32	0.35286250710487366
2273	gigantisch	32	0.35286250710487366
2272	giganten	32	0.35286250710487366
2274	gigantstationen	32	0.35286250710487366
1994	felsbrocken	32	0.35286250710487366
2271	gigant	32	0.35286250710487366
4225	turmes	32	0.35286250710487366
2252	gesteinsmassen	32	0.35286250710487366
4481	wachtürme	32	0.35286250710487366
3972	statuetten	32	0.35286250710487366
2251	gesteinsbrocken	32	0.35286250710487366
4022	sturmes	32	0.35286250710487366
3975	steinbrocken	32	0.35286250710487366
4141	thronen	32	0.35286250710487366
4215	trümmer	32	0.35286250710487366
3976	steinen	32	0.35286250710487366
1995	felsgestein	32	0.35286250710487366
1296	bauwerks	32	0.35286250710487366
3977	steineule	32	0.35286250710487366
4216	trümmermassen	32	0.35286250710487366
4505	wassermassen	32	0.35286250710487366
1295	bauwerken	32	0.35286250710487366
2329	grundmauern	32	0.35286250710487366
4217	trümmern	32	0.35286250710487366
1497	böden	32	0.35286250710487366
4023	sturms	32	0.35286250710487366
1475	brocken	32	0.35286250710487366
4224	turm	32	0.35286250710487366
3522	pyramide	32	0.35286250710487366
2847	kuben	32	0.35286250710487366
236	Erdreich	32	0.35286250710487366
363	Gestein	32	0.35286250710487366
2534	hütten	32	0.35286250710487366
3663	rost	32	0.35286250710487366
3625	riesen	32	0.35286250710487366
2517	häuser	32	0.35286250710487366
3203	morast	32	0.35286250710487366
3523	pyramiden	32	0.35286250710487366
3528	quader	32	0.35286250710487366
160	Boden	32	0.35286250710487366
168	Bruchstein	32	0.35286250710487366
3549	ragen	32	0.35286250710487366
3112	mengen	32	0.35286250710487366
3746	schlamm	32	0.35286250710487366
575	Magma	32	0.35286250710487366
3672	ruinen	32	0.35286250710487366
346	Gerümpel	32	0.35286250710487366
3467	podest	32	0.35286250710487366
2860	kuppeln	32	0.35286250710487366
4789	überragt	32	0.35286250710487366
268	Fels	32	0.35286250710487366
271	Felsmasse	32	0.35286250710487366
3036	m	40	0.4218348264694214
2122	g	40	0.4218348264694214
2354	h	40	0.4218348264694214
3181	mm	40	0.4218348264694214
4772	ü	40	0.4218348264694214
2631	j	40	0.4218348264694214
3543	r	40	0.4218348264694214
907	Umlaufbahn	14	0.5999244451522827
591	Meeresoberfläche	14	0.5999244451522827
3627	riesensonne	14	0.5999244451522827
2884	küsten	14	0.5999244451522827
3379	ozeans	14	0.5999244451522827
3231	nachthimmel	14	0.5999244451522827
2883	küste	14	0.5999244451522827
3985	sternenspringer	14	0.5999244451522827
497	Komet	14	0.5999244451522827
3195	mondes	14	0.5999244451522827
3194	mondeo	14	0.5999244451522827
3193	monden	14	0.5999244451522827
3103	meeres	14	0.5999244451522827
3192	mond	14	0.5999244451522827
722	Ringplanet	14	0.5999244451522827
3984	sternensegler	14	0.5999244451522827
3102	meere	14	0.5999244451522827
996	Wolkenfeld	14	0.5999244451522827
2790	kontinents	14	0.5999244451522827
3105	meeresgrund	14	0.5999244451522827
3633	ringplaneten	14	0.5999244451522827
4573	wolkenloch	14	0.5999244451522827
4572	wolkenfelder	14	0.5999244451522827
833	Stern	14	0.5999244451522827
614	Mond	14	0.5999244451522827
4250	umkreist	14	0.5999244451522827
4571	wolkendecke	14	0.5999244451522827
981	Wasseroberfläche	14	0.5999244451522827
3310	oberfläche	14	0.5999244451522827
4570	wolken	14	0.5999244451522827
2789	kontinenten	14	0.5999244451522827
413	Himmelszelt	14	0.5999244451522827
412	Himmelskörper	14	0.5999244451522827
3456	planetenoberfläche	14	0.5999244451522827
4061	südpol	14	0.5999244451522827
3104	meeresboden	14	0.5999244451522827
3377	ozean	14	0.5999244451522827
3378	ozeane	14	0.5999244451522827
3287	nordpol	14	0.5999244451522827
2788	kontinente	14	0.5999244451522827
4750	Äquator	14	0.5999244451522827
1891	erkundung	7	0.600820004940033
527	Kurskorrektur	7	0.600820004940033
492	Kollisionskurs	7	0.600820004940033
3580	raumschiffes	7	0.600820004940033
353	Geschwindigkeit	7	0.600820004940033
3579	raumschiffen	7	0.600820004940033
3577	raumjäger	7	0.600820004940033
696	Raumschiff	7	0.600820004940033
517	Kreuzer	7	0.600820004940033
526	Kurs	7	0.600820004940033
726	Rotation	7	0.600820004940033
2851	kugelraumer	7	0.600820004940033
3570	raumers	7	0.600820004940033
2050	fluges	7	0.600820004940033
3569	raumer	7	0.600820004940033
491	Kollision	7	0.600820004940033
1892	erkundungsflug	7	0.600820004940033
3581	raumschlacht	7	0.600820004940033
2901	landeanflug	7	0.600820004940033
776	Schwerkraft	7	0.600820004940033
2390	hantelraumers	7	0.600820004940033
3678	rundflug	7	0.600820004940033
427	Höchstgeschwindigkeit	7	0.600820004940033
3950	stadtraumschiffs	7	0.600820004940033
577	Manöver	7	0.600820004940033
3949	stadtraumschiff	7	0.600820004940033
2034	flaggschiff	7	0.600820004940033
827	Start	7	0.600820004940033
2693	kapselbeschleuniger	7	0.600820004940033
2053	flugrichtung	7	0.600820004940033
1327	beibootes	7	0.600820004940033
1328	beiboots	7	0.600820004940033
1366	beschleunigt	7	0.600820004940033
1365	beschleunigen	7	0.600820004940033
2052	flughöhe	7	0.600820004940033
3734	schiffen	7	0.600820004940033
2389	hantelraumer	7	0.600820004940033
759	Schlachtschiff	7	0.600820004940033
2004	fernraumschiff	7	0.600820004940033
282	Flug	7	0.600820004940033
3742	schlachtschiffes	7	0.600820004940033
539	Landung	7	0.600820004940033
1174	arkonidenschlachtschiff	7	0.600820004940033
552	Lichtgeschwindigkeit	7	0.600820004940033
131	Beschleunigung	7	0.600820004940033
383	Gravitation	7	0.600820004940033
3214	mutterschiff	7	0.600820004940033
2520	höhe	7	0.600820004940033
3664	rotationsklinge	7	0.600820004940033
298	Frachter	7	0.600820004940033
112	Beiboot	7	0.600820004940033
753	Schiff	7	0.600820004940033
567	Luftschiff	7	0.600820004940033
4533	weltraumschlachten	7	0.600820004940033
4659	zelwo	10	0.6463439464569092
2891	lagern	10	0.6463439464569092
4658	zelten	10	0.6463439464569092
1881	erheben	10	0.6463439464569092
4657	zelt	10	0.6463439464569092
4003	stoßen	10	0.6463439464569092
3640	rippen	10	0.6463439464569092
2874	köpfen	10	0.6463439464569092
3684	rücken	10	0.6463439464569092
4421	viechern	10	0.6463439464569092
2758	knacken	10	0.6463439464569092
2036	flanken	10	0.6463439464569092
2012	festhalten	10	0.6463439464569092
2011	fesseln	10	0.6463439464569092
3674	rumal	10	0.6463439464569092
4627	zaunmaschen	10	0.6463439464569092
3965	starten	10	0.6463439464569092
1890	erkunden	10	0.6463439464569092
3671	rucken	10	0.6463439464569092
3974	stechen	10	0.6463439464569092
3980	stemmen	10	0.6463439464569092
3661	rollen	10	0.6463439464569092
2820	krallen	10	0.6463439464569092
2829	kriechen	10	0.6463439464569092
4387	versammeln	10	0.6463439464569092
4372	verlaub	10	0.6463439464569092
